record_id,timestamp,date,shift,station_id,product_id,planned_minutes,downtime_minutes,runtime_minutes,ideal_cycle_sec,actual_cycle_sec,total_quantity,good_quantity,rejected_quantity,machine_status,operator_team,downtime_id,year,month,month_name,week,day_name,hour,availability_numerator_min,availability_denominator_min,performance_numerator_sec,performance_denominator_sec,quality_numerator_units,quality_denominator_units,scrap_rate,cycle_variance_pct,has_downtime,is_planned_maintenance
PR0004899,2026-01-20 00:00:00,2026-01-19,C,ST04,ACT-100,15,0.0,15.0,68.4,78.23,11,10,1,Running,Team-C,,2026,1,January,4,Tuesday,0,15.0,15,752.4000000000001,900.0,10,11,0.09090909090909091,0.14371345029239763,False,False
PR0004900,2026-01-20 00:15:00,2026-01-19,C,ST04,ACT-100,15,0.0,15.0,68.4,78.21,11,11,0,Running,Team-C,,2026,1,January,4,Tuesday,0,15.0,15,752.4000000000001,900.0,11,11,0.0,0.14342105263157875,False,False
PR0004901,2026-01-20 00:30:00,2026-01-19,C,ST04,ACT-100,15,0.0,15.0,68.4,80.94,11,11,0,Running,Team-C,,2026,1,January,4,Tuesday,0,15.0,15,752.4000000000001,900.0,11,11,0.0,0.1833333333333332,False,False
PR0004902,2026-01-20 00:45:00,2026-01-19,C,ST04,ACT-100,15,0.0,15.0,68.4,78.03,11,9,2,Running,Team-C,,2026,1,January,4,Tuesday,0,15.0,15,752.4000000000001,900.0,9,11,0.18181818181818182,0.14078947368421044,False,False
PR0004903,2026-01-20 01:00:00,2026-01-19,C,ST04,ACT-100,15,0.0,15.0,68.4,77.21,11,10,1,Running,Team-C,,2026,1,January,4,Tuesday,1,15.0,15,752.4000000000001,900.0,10,11,0.09090909090909091,0.12880116959064308,False,False
PR0004904,2026-01-20 01:15:00,2026-01-19,C,ST04,ACT-100,15,0.0,15.0,68.4,78.64,11,11,0,Running,Team-C,,2026,1,January,4,Tuesday,1,15.0,15,752.4000000000001,900.0,11,11,0.0,0.1497076023391812,False,False
PR0004905,2026-01-20 01:30:00,2026-01-19,C,ST04,ACT-100,15,6.42,8.58,68.4,77.81,6,6,0,Downtime,Team-C,DT000227,2026,1,January,4,Tuesday,1,8.58,15,410.40000000000003,514.8,6,6,0.0,0.13757309941520462,True,False
PR0004906,2026-01-20 01:45:00,2026-01-19,C,ST04,ACT-100,15,0.0,15.0,68.4,75.56,11,11,0,Running,Team-C,,2026,1,January,4,Tuesday,1,15.0,15,752.4000000000001,900.0,11,11,0.0,0.10467836257309936,False,False
PR0004907,2026-01-20 02:00:00,2026-01-19,C,ST04,ACT-100,15,0.0,15.0,68.4,75.69,11,11,0,Running,Team-C,,2026,1,January,4,Tuesday,2,15.0,15,752.4000000000001,900.0,11,11,0.0,0.10657894736842093,False,False
PR0004908,2026-01-20 02:15:00,2026-01-19,C,ST04,ACT-100,15,0.0,15.0,68.4,76.27,11,10,1,Running,Team-C,,2026,1,January,4,Tuesday,2,15.0,15,752.4000000000001,900.0,10,11,0.09090909090909091,0.1150584795321636,False,False
PR0004909,2026-01-20 02:30:00,2026-01-19,C,ST04,ACT-100,15,0.0,15.0,68.4,75.29,11,11,0,Running,Team-C,,2026,1,January,4,Tuesday,2,15.0,15,752.4000000000001,900.0,11,11,0.0,0.10073099415204678,False,False
PR0004910,2026-01-20 02:45:00,2026-01-19,C,ST04,ACT-100,15,0.0,15.0,68.4,75.86,11,11,0,Running,Team-C,,2026,1,January,4,Tuesday,2,15.0,15,752.4000000000001,900.0,11,11,0.0,0.10906432748538002,False,False
PR0004911,2026-01-20 03:00:00,2026-01-19,C,ST04,ACT-100,15,0.0,15.0,68.4,77.91,11,11,0,Running,Team-C,,2026,1,January,4,Tuesday,3,15.0,15,752.4000000000001,900.0,11,11,0.0,0.1390350877192981,False,False
PR0004912,2026-01-20 03:15:00,2026-01-19,C,ST04,ACT-100,15,0.0,15.0,68.4,81.26,11,11,0,Running,Team-C,,2026,1,January,4,Tuesday,3,15.0,15,752.4000000000001,900.0,11,11,0.0,0.1880116959064327,False,False
PR0004913,2026-01-20 03:30:00,2026-01-19,C,ST04,ACT-100,15,0.0,15.0,68.4,78.27,11,11,0,Running,Team-C,,2026,1,January,4,Tuesday,3,15.0,15,752.4000000000001,900.0,11,11,0.0,0.14429824561403493,False,False
PR0004914,2026-01-20 03:45:00,2026-01-19,C,ST04,ACT-100,15,0.0,15.0,68.4,78.72,11,11,0,Running,Team-C,,2026,1,January,4,Tuesday,3,15.0,15,752.4000000000001,900.0,11,11,0.0,0.15087719298245603,False,False
PR0004915,2026-01-20 04:00:00,2026-01-19,C,ST04,ACT-100,15,0.0,15.0,68.4,79.93,11,11,0,Running,Team-C,,2026,1,January,4,Tuesday,4,15.0,15,752.4000000000001,900.0,11,11,0.0,0.1685672514619883,False,False
PR0004916,2026-01-20 04:15:00,2026-01-19,C,ST04,ACT-100,15,0.0,15.0,68.4,79.13,11,11,0,Running,Team-C,,2026,1,January,4,Tuesday,4,15.0,15,752.4000000000001,900.0,11,11,0.0,0.1568713450292396,False,False
PR0004917,2026-01-20 04:30:00,2026-01-19,C,ST04,ACT-100,15,0.0,15.0,68.4,77.57,11,11,0,Running,Team-C,,2026,1,January,4,Tuesday,4,15.0,15,752.4000000000001,900.0,11,11,0.0,0.1340643274853799,False,False
PR0004918,2026-01-20 04:45:00,2026-01-19,C,ST04,ACT-100,15,0.0,15.0,68.4,77.53,11,11,0,Running,Team-C,,2026,1,January,4,Tuesday,4,15.0,15,752.4000000000001,900.0,11,11,0.0,0.13347953216374261,False,False
PR0004919,2026-01-20 05:00:00,2026-01-19,C,ST04,ACT-100,15,0.0,15.0,68.4,78.33,11,11,0,Running,Team-C,,2026,1,January,4,Tuesday,5,15.0,15,752.4000000000001,900.0,11,11,0.0,0.1451754385964911,False,False
PR0004920,2026-01-20 05:15:00,2026-01-19,C,ST04,ACT-100,15,0.0,15.0,68.4,83.36,10,10,0,Running,Team-C,,2026,1,January,4,Tuesday,5,15.0,15,684.0,900.0,10,10,0.0,0.21871345029239755,False,False
PR0004921,2026-01-19 22:00:00,2026-01-19,C,ST05,ACT-100,15,0.0,15.0,60.8,64.84,13,13,0,Running,Team-C,,2026,1,January,4,Monday,22,15.0,15,790.4,900.0,13,13,0.0,0.06644736842105274,False,False
PR0004922,2026-01-19 22:15:00,2026-01-19,C,ST05,ACT-100,15,0.0,15.0,60.8,63.7,14,14,0,Running,Team-C,,2026,1,January,4,Monday,22,15.0,15,851.1999999999999,900.0,14,14,0.0,0.047697368421052724,False,False
PR0004923,2026-01-19 22:30:00,2026-01-19,C,ST05,ACT-100,15,0.0,15.0,60.8,66.24,13,13,0,Running,Team-C,,2026,1,January,4,Monday,22,15.0,15,790.4,900.0,13,13,0.0,0.08947368421052629,False,False
PR0004924,2026-01-19 22:45:00,2026-01-19,C,ST05,ACT-100,15,0.0,15.0,60.8,65.54,13,13,0,Running,Team-C,,2026,1,January,4,Monday,22,15.0,15,790.4,900.0,13,13,0.0,0.07796052631578963,False,False
PR0004925,2026-01-19 23:00:00,2026-01-19,C,ST05,ACT-100,15,0.0,15.0,60.8,63.2,14,14,0,Running,Team-C,,2026,1,January,4,Monday,23,15.0,15,851.1999999999999,900.0,14,14,0.0,0.03947368421052641,False,False
PR0004926,2026-01-19 23:15:00,2026-01-19,C,ST05,ACT-100,15,2.05,12.95,60.8,63.82,12,12,0,Downtime,Team-C,DT000228,2026,1,January,4,Monday,23,12.95,15,729.5999999999999,777.0,12,12,0.0,0.049671052631579,True,False
PR0004927,2026-01-19 23:30:00,2026-01-19,C,ST05,ACT-100,15,0.0,15.0,60.8,63.76,14,14,0,Running,Team-C,,2026,1,January,4,Monday,23,15.0,15,851.1999999999999,900.0,14,14,0.0,0.04868421052631581,False,False
PR0004928,2026-01-19 23:45:00,2026-01-19,C,ST05,ACT-100,15,0.0,15.0,60.8,62.68,14,14,0,Running,Team-C,,2026,1,January,4,Monday,23,15.0,15,851.1999999999999,900.0,14,14,0.0,0.03092105263157899,False,False
PR0004929,2026-01-20 00:00:00,2026-01-19,C,ST05,ACT-100,15,0.0,15.0,60.8,64.14,14,14,0,Running,Team-C,,2026,1,January,4,Tuesday,0,15.0,15,851.1999999999999,900.0,14,14,0.0,0.05493421052631585,False,False
PR0004930,2026-01-20 00:15:00,2026-01-19,C,ST05,ACT-100,15,0.0,15.0,60.8,64.21,14,14,0,Running,Team-C,,2026,1,January,4,Tuesday,0,15.0,15,851.1999999999999,900.0,14,14,0.0,0.05608552631578942,False,False
PR0004931,2026-01-20 00:30:00,2026-01-19,C,ST05,ACT-100,15,0.0,15.0,60.8,62.66,14,14,0,Running,Team-C,,2026,1,January,4,Tuesday,0,15.0,15,851.1999999999999,900.0,14,14,0.0,0.030592105263157886,False,False
PR0004932,2026-01-20 00:45:00,2026-01-19,C,ST05,ACT-100,15,0.0,15.0,60.8,63.89,14,14,0,Running,Team-C,,2026,1,January,4,Tuesday,0,15.0,15,851.1999999999999,900.0,14,14,0.0,0.05082236842105269,False,False
PR0004933,2026-01-20 01:00:00,2026-01-19,C,ST05,ACT-100,15,0.0,15.0,60.8,66.59,13,13,0,Running,Team-C,,2026,1,January,4,Tuesday,1,15.0,15,790.4,900.0,13,13,0.0,0.09523026315789485,False,False
PR0004934,2026-01-20 01:15:00,2026-01-19,C,ST05,ACT-100,15,0.0,15.0,60.8,64.21,14,14,0,Running,Team-C,,2026,1,January,4,Tuesday,1,15.0,15,851.1999999999999,900.0,14,14,0.0,0.05608552631578942,False,False
PR0004935,2026-01-20 01:30:00,2026-01-19,C,ST05,ACT-100,15,0.0,15.0,60.8,65.86,13,13,0,Running,Team-C,,2026,1,January,4,Tuesday,1,15.0,15,790.4,900.0,13,13,0.0,0.08322368421052635,False,False
PR0004936,2026-01-20 01:45:00,2026-01-19,C,ST05,ACT-100,15,0.0,15.0,60.8,65.37,13,13,0,Running,Team-C,,2026,1,January,4,Tuesday,1,15.0,15,790.4,900.0,13,13,0.0,0.07516447368421066,False,False
PR0004937,2026-01-20 02:00:00,2026-01-19,C,ST05,ACT-100,15,0.0,15.0,60.8,61.69,14,14,0,Running,Team-C,,2026,1,January,4,Tuesday,2,15.0,15,851.1999999999999,900.0,14,14,0.0,0.014638157894736853,False,False
PR0004938,2026-01-20 02:15:00,2026-01-19,C,ST05,ACT-100,15,0.0,15.0,60.8,63.7,14,14,0,Running,Team-C,,2026,1,January,4,Tuesday,2,15.0,15,851.1999999999999,900.0,14,14,0.0,0.047697368421052724,False,False
PR0004939,2026-01-20 02:30:00,2026-01-19,C,ST05,ACT-100,15,0.0,15.0,60.8,62.89,14,14,0,Running,Team-C,,2026,1,January,4,Tuesday,2,15.0,15,851.1999999999999,900.0,14,14,0.0,0.03437500000000006,False,False
PR0004940,2026-01-20 02:45:00,2026-01-19,C,ST05,ACT-100,15,0.0,15.0,60.8,64.14,14,14,0,Running,Team-C,,2026,1,January,4,Tuesday,2,15.0,15,851.1999999999999,900.0,14,14,0.0,0.05493421052631585,False,False
PR0004941,2026-01-20 03:00:00,2026-01-19,C,ST05,ACT-100,15,0.0,15.0,60.8,63.71,14,13,1,Running,Team-C,,2026,1,January,4,Tuesday,3,15.0,15,851.1999999999999,900.0,13,14,0.07142857142857142,0.04786184210526322,False,False
PR0004942,2026-01-20 03:15:00,2026-01-19,C,ST05,ACT-100,15,0.0,15.0,60.8,64.7,13,13,0,Running,Team-C,,2026,1,January,4,Tuesday,3,15.0,15,790.4,900.0,13,13,0.0,0.06414473684210537,False,False
PR0004943,2026-01-20 03:30:00,2026-01-19,C,ST05,ACT-100,15,0.0,15.0,60.8,64.75,13,13,0,Running,Team-C,,2026,1,January,4,Tuesday,3,15.0,15,790.4,900.0,13,13,0.0,0.06496710526315795,False,False
PR0004944,2026-01-20 03:45:00,2026-01-19,C,ST05,ACT-100,15,0.0,15.0,60.8,65.47,13,13,0,Running,Team-C,,2026,1,January,4,Tuesday,3,15.0,15,790.4,900.0,13,13,0.0,0.07680921052631583,False,False
PR0004945,2026-01-20 04:00:00,2026-01-19,C,ST05,ACT-100,15,0.0,15.0,60.8,62.42,14,14,0,Running,Team-C,,2026,1,January,4,Tuesday,4,15.0,15,851.1999999999999,900.0,14,14,0.0,0.02664473684210534,False,False
PR0004946,2026-01-20 04:15:00,2026-01-19,C,ST05,ACT-100,15,0.0,15.0,60.8,64.98,13,13,0,Running,Team-C,,2026,1,January,4,Tuesday,4,15.0,15,790.4,900.0,13,13,0.0,0.06875000000000012,False,False
PR0004947,2026-01-20 04:30:00,2026-01-19,C,ST05,ACT-100,15,0.0,15.0,60.8,63.9,14,14,0,Running,Team-C,,2026,1,January,4,Tuesday,4,15.0,15,851.1999999999999,900.0,14,14,0.0,0.050986842105263185,False,False
PR0004948,2026-01-20 04:45:00,2026-01-19,C,ST05,ACT-100,15,0.0,15.0,60.8,64.74,13,13,0,Running,Team-C,,2026,1,January,4,Tuesday,4,15.0,15,790.4,900.0,13,13,0.0,0.06480263157894733,False,False
PR0004949,2026-01-20 05:00:00,2026-01-19,C,ST05,ACT-100,15,0.0,15.0,60.8,65.27,13,13,0,Running,Team-C,,2026,1,January,4,Tuesday,5,15.0,15,790.4,900.0,13,13,0.0,0.07351973684210525,False,False
PR0004950,2026-01-20 05:15:00,2026-01-19,C,ST05,ACT-100,15,0.0,15.0,60.8,64.85,13,13,0,Running,Team-C,,2026,1,January,4,Tuesday,5,15.0,15,790.4,900.0,13,13,0.0,0.06661184210526311,False,False
PR0004951,2026-01-20 06:00:00,2026-01-20,A,ST01,ACT-100,15,0.0,15.0,62.7,62.7,14,14,0,Running,Team-A,,2026,1,January,4,Tuesday,6,15.0,15,877.8000000000001,900.0,14,14,0.0,0.0,False,False
PR0004952,2026-01-20 06:15:00,2026-01-20,A,ST01,ACT-100,15,0.0,15.0,62.7,62.7,14,14,0,Running,Team-A,,2026,1,January,4,Tuesday,6,15.0,15,877.8000000000001,900.0,14,14,0.0,0.0,False,False
PR0004953,2026-01-20 06:30:00,2026-01-20,A,ST01,ACT-100,15,0.0,15.0,62.7,62.81,14,13,1,Running,Team-A,,2026,1,January,4,Tuesday,6,15.0,15,877.8000000000001,900.0,13,14,0.07142857142857142,0.0017543859649122716,False,False
PR0004954,2026-01-20 06:45:00,2026-01-20,A,ST01,ACT-100,15,0.0,15.0,62.7,64.43,13,13,0,Running,Team-A,,2026,1,January,4,Tuesday,6,15.0,15,815.1,900.0,13,13,0.0,0.02759170653907502,False,False
PR0004955,2026-01-20 07:00:00,2026-01-20,A,ST01,ACT-100,15,0.0,15.0,62.7,62.7,14,14,0,Running,Team-A,,2026,1,January,4,Tuesday,7,15.0,15,877.8000000000001,900.0,14,14,0.0,0.0,False,False
PR0004956,2026-01-20 07:15:00,2026-01-20,A,ST01,ACT-100,15,0.0,15.0,62.7,63.53,14,13,1,Running,Team-A,,2026,1,January,4,Tuesday,7,15.0,15,877.8000000000001,900.0,13,14,0.07142857142857142,0.013237639553429,False,False
PR0004957,2026-01-20 07:30:00,2026-01-20,A,ST01,ACT-100,15,3.16,11.84,62.7,64.53,11,11,0,Downtime,Team-A,DT000229,2026,1,January,4,Tuesday,7,11.84,15,689.7,710.4,11,11,0.0,0.02918660287081337,True,False
PR0004958,2026-01-20 07:45:00,2026-01-20,A,ST01,ACT-100,15,0.0,15.0,62.7,64.82,13,13,0,Running,Team-A,,2026,1,January,4,Tuesday,7,15.0,15,815.1,900.0,13,13,0.0,0.03381180223285471,False,False
PR0004959,2026-01-20 08:00:00,2026-01-20,A,ST01,ACT-100,15,3.25,11.75,62.7,62.7,11,11,0,Downtime,Team-A,DT000230,2026,1,January,4,Tuesday,8,11.75,15,689.7,705.0,11,11,0.0,0.0,True,False
PR0004960,2026-01-20 08:15:00,2026-01-20,A,ST01,ACT-100,15,0.0,15.0,62.7,62.7,14,13,1,Running,Team-A,,2026,1,January,4,Tuesday,8,15.0,15,877.8000000000001,900.0,13,14,0.07142857142857142,0.0,False,False
PR0004961,2026-01-20 08:30:00,2026-01-20,A,ST01,ACT-100,15,0.0,15.0,62.7,62.7,14,14,0,Running,Team-A,,2026,1,January,4,Tuesday,8,15.0,15,877.8000000000001,900.0,14,14,0.0,0.0,False,False
PR0004962,2026-01-20 08:45:00,2026-01-20,A,ST01,ACT-100,15,0.0,15.0,62.7,62.7,14,14,0,Running,Team-A,,2026,1,January,4,Tuesday,8,15.0,15,877.8000000000001,900.0,14,14,0.0,0.0,False,False
PR0004963,2026-01-20 09:00:00,2026-01-20,A,ST01,ACT-100,15,0.0,15.0,62.7,65.09,13,13,0,Running,Team-A,,2026,1,January,4,Tuesday,9,15.0,15,815.1,900.0,13,13,0.0,0.038118022328548655,False,False
PR0004964,2026-01-20 09:15:00,2026-01-20,A,ST01,ACT-100,15,0.0,15.0,62.7,62.7,14,14,0,Running,Team-A,,2026,1,January,4,Tuesday,9,15.0,15,877.8000000000001,900.0,14,14,0.0,0.0,False,False
PR0004965,2026-01-20 09:30:00,2026-01-20,A,ST01,ACT-100,15,13.5,1.5,62.7,62.86,1,1,0,Downtime,Team-A,DT000231,2026,1,January,4,Tuesday,9,1.5,15,62.7,90.0,1,1,0.0,0.0025518341307814445,True,False
PR0004966,2026-01-20 09:45:00,2026-01-20,A,ST01,ACT-100,15,0.0,15.0,62.7,63.19,14,14,0,Running,Team-A,,2026,1,January,4,Tuesday,9,15.0,15,877.8000000000001,900.0,14,14,0.0,0.00781499202551826,False,False
PR0004967,2026-01-20 10:00:00,2026-01-20,A,ST01,ACT-100,15,0.0,15.0,62.7,62.73,14,13,1,Running,Team-A,,2026,1,January,4,Tuesday,10,15.0,15,877.8000000000001,900.0,13,14,0.07142857142857142,0.00047846889952143587,False,False
PR0004968,2026-01-20 10:15:00,2026-01-20,A,ST01,ACT-100,15,0.0,15.0,62.7,63.46,14,14,0,Running,Team-A,,2026,1,January,4,Tuesday,10,15.0,15,877.8000000000001,900.0,14,14,0.0,0.012121212121212088,False,False
PR0004969,2026-01-20 10:30:00,2026-01-20,A,ST01,ACT-100,15,0.0,15.0,62.7,64.66,13,13,0,Running,Team-A,,2026,1,January,4,Tuesday,10,15.0,15,815.1,900.0,13,13,0.0,0.031259968102073266,False,False
PR0004970,2026-01-20 10:45:00,2026-01-20,A,ST01,ACT-100,15,0.0,15.0,62.7,62.7,14,14,0,Running,Team-A,,2026,1,January,4,Tuesday,10,15.0,15,877.8000000000001,900.0,14,14,0.0,0.0,False,False
PR0004971,2026-01-20 11:00:00,2026-01-20,A,ST01,ACT-100,15,0.0,15.0,62.7,64.4,13,13,0,Running,Team-A,,2026,1,January,4,Tuesday,11,15.0,15,815.1,900.0,13,13,0.0,0.027113237639553475,False,False
PR0004972,2026-01-20 11:15:00,2026-01-20,A,ST01,ACT-100,15,0.0,15.0,62.7,62.7,14,14,0,Running,Team-A,,2026,1,January,4,Tuesday,11,15.0,15,877.8000000000001,900.0,14,14,0.0,0.0,False,False
PR0004973,2026-01-20 11:30:00,2026-01-20,A,ST01,ACT-100,15,0.0,15.0,62.7,67.04,13,13,0,Running,Team-A,,2026,1,January,4,Tuesday,11,15.0,15,815.1,900.0,13,13,0.0,0.06921850079744822,False,False
PR0004974,2026-01-20 11:45:00,2026-01-20,A,ST01,ACT-100,15,0.0,15.0,62.7,64.69,13,13,0,Running,Team-A,,2026,1,January,4,Tuesday,11,15.0,15,815.1,900.0,13,13,0.0,0.031738437001594816,False,False
PR0004975,2026-01-20 12:00:00,2026-01-20,A,ST01,ACT-100,15,0.0,15.0,62.7,63.11,14,14,0,Running,Team-A,,2026,1,January,4,Tuesday,12,15.0,15,877.8000000000001,900.0,14,14,0.0,0.006539074960127537,False,False
PR0004976,2026-01-20 12:15:00,2026-01-20,A,ST01,ACT-100,15,0.0,15.0,62.7,63.52,14,14,0,Running,Team-A,,2026,1,January,4,Tuesday,12,15.0,15,877.8000000000001,900.0,14,14,0.0,0.013078149920255187,False,False
PR0004977,2026-01-20 12:30:00,2026-01-20,A,ST01,ACT-100,15,0.0,15.0,62.7,62.7,14,14,0,Running,Team-A,,2026,1,January,4,Tuesday,12,15.0,15,877.8000000000001,900.0,14,14,0.0,0.0,False,False
PR0004978,2026-01-20 12:45:00,2026-01-20,A,ST01,ACT-100,15,0.0,15.0,62.7,62.7,14,14,0,Running,Team-A,,2026,1,January,4,Tuesday,12,15.0,15,877.8000000000001,900.0,14,14,0.0,0.0,False,False
PR0004979,2026-01-20 13:00:00,2026-01-20,A,ST01,ACT-100,15,0.0,15.0,62.7,62.7,14,12,2,Running,Team-A,,2026,1,January,4,Tuesday,13,15.0,15,877.8000000000001,900.0,12,14,0.14285714285714285,0.0,False,False
PR0004980,2026-01-20 13:15:00,2026-01-20,A,ST01,ACT-100,15,0.0,15.0,62.7,63.4,14,14,0,Running,Team-A,,2026,1,January,4,Tuesday,13,15.0,15,877.8000000000001,900.0,14,14,0.0,0.011164274322168991,False,False
PR0004981,2026-01-20 06:00:00,2026-01-20,A,ST02,ACT-100,15,0.0,15.0,57.0,59.26,15,15,0,Running,Team-A,,2026,1,January,4,Tuesday,6,15.0,15,855.0,900.0,15,15,0.0,0.03964912280701751,False,False
PR0004982,2026-01-20 06:15:00,2026-01-20,A,ST02,ACT-100,15,0.0,15.0,57.0,57.53,15,15,0,Running,Team-A,,2026,1,January,4,Tuesday,6,15.0,15,855.0,900.0,15,15,0.0,0.009298245614035108,False,False
PR0004983,2026-01-20 06:30:00,2026-01-20,A,ST02,ACT-100,15,0.0,15.0,57.0,57.62,15,15,0,Running,Team-A,,2026,1,January,4,Tuesday,6,15.0,15,855.0,900.0,15,15,0.0,0.010877192982456095,False,False
PR0004984,2026-01-20 06:45:00,2026-01-20,A,ST02,ACT-100,15,0.0,15.0,57.0,57.0,15,15,0,Running,Team-A,,2026,1,January,4,Tuesday,6,15.0,15,855.0,900.0,15,15,0.0,0.0,False,False
PR0004985,2026-01-20 07:00:00,2026-01-20,A,ST02,ACT-100,15,0.0,15.0,57.0,57.0,15,15,0,Running,Team-A,,2026,1,January,4,Tuesday,7,15.0,15,855.0,900.0,15,15,0.0,0.0,False,False
PR0004986,2026-01-20 07:15:00,2026-01-20,A,ST02,ACT-100,15,0.0,15.0,57.0,58.98,15,15,0,Running,Team-A,,2026,1,January,4,Tuesday,7,15.0,15,855.0,900.0,15,15,0.0,0.0347368421052631,False,False
PR0004987,2026-01-20 07:30:00,2026-01-20,A,ST02,ACT-100,15,0.0,15.0,57.0,57.51,15,15,0,Running,Team-A,,2026,1,January,4,Tuesday,7,15.0,15,855.0,900.0,15,15,0.0,0.008947368421052596,False,False
PR0004988,2026-01-20 07:45:00,2026-01-20,A,ST02,ACT-100,15,0.0,15.0,57.0,57.02,15,15,0,Running,Team-A,,2026,1,January,4,Tuesday,7,15.0,15,855.0,900.0,15,15,0.0,0.000350877192982511,False,False
PR0004989,2026-01-20 08:00:00,2026-01-20,A,ST02,ACT-100,15,0.0,15.0,57.0,59.97,15,15,0,Running,Team-A,,2026,1,January,4,Tuesday,8,15.0,15,855.0,900.0,15,15,0.0,0.05210526315789472,False,False
PR0004990,2026-01-20 08:15:00,2026-01-20,A,ST02,ACT-100,15,0.0,15.0,57.0,58.91,15,15,0,Running,Team-A,,2026,1,January,4,Tuesday,8,15.0,15,855.0,900.0,15,15,0.0,0.0335087719298245,False,False
PR0004991,2026-01-20 08:30:00,2026-01-20,A,ST02,ACT-100,15,0.0,15.0,57.0,57.0,15,14,1,Running,Team-A,,2026,1,January,4,Tuesday,8,15.0,15,855.0,900.0,14,15,0.06666666666666667,0.0,False,False
PR0004992,2026-01-20 08:45:00,2026-01-20,A,ST02,ACT-100,15,0.0,15.0,57.0,57.06,15,15,0,Running,Team-A,,2026,1,January,4,Tuesday,8,15.0,15,855.0,900.0,15,15,0.0,0.0010526315789474083,False,False
PR0004993,2026-01-20 09:00:00,2026-01-20,A,ST02,ACT-100,15,0.0,15.0,57.0,57.0,15,15,0,Running,Team-A,,2026,1,January,4,Tuesday,9,15.0,15,855.0,900.0,15,15,0.0,0.0,False,False
PR0004994,2026-01-20 09:15:00,2026-01-20,A,ST02,ACT-100,15,13.5,1.5,57.0,57.0,1,1,0,Downtime,Team-A,DT000232,2026,1,January,4,Tuesday,9,1.5,15,57.0,90.0,1,1,0.0,0.0,True,False
PR0004995,2026-01-20 09:30:00,2026-01-20,A,ST02,ACT-100,15,0.0,15.0,57.0,57.0,15,15,0,Running,Team-A,,2026,1,January,4,Tuesday,9,15.0,15,855.0,900.0,15,15,0.0,0.0,False,False
PR0004996,2026-01-20 09:45:00,2026-01-20,A,ST02,ACT-100,15,0.0,15.0,57.0,58.65,15,15,0,Running,Team-A,,2026,1,January,4,Tuesday,9,15.0,15,855.0,900.0,15,15,0.0,0.028947368421052607,False,False
PR0004997,2026-01-20 10:00:00,2026-01-20,A,ST02,ACT-100,15,0.0,15.0,57.0,57.0,15,15,0,Running,Team-A,,2026,1,January,4,Tuesday,10,15.0,15,855.0,900.0,15,15,0.0,0.0,False,False
PR0004998,2026-01-20 10:15:00,2026-01-20,A,ST02,ACT-100,15,0.0,15.0,57.0,57.0,15,15,0,Running,Team-A,,2026,1,January,4,Tuesday,10,15.0,15,855.0,900.0,15,15,0.0,0.0,False,False
PR0004999,2026-01-20 10:30:00,2026-01-20,A,ST02,ACT-100,15,0.0,15.0,57.0,57.0,15,15,0,Running,Team-A,,2026,1,January,4,Tuesday,10,15.0,15,855.0,900.0,15,15,0.0,0.0,False,False
PR0005000,2026-01-20 10:45:00,2026-01-20,A,ST02,ACT-100,15,0.0,15.0,57.0,57.0,15,15,0,Running,Team-A,,2026,1,January,4,Tuesday,10,15.0,15,855.0,900.0,15,15,0.0,0.0,False,False
PR0005001,2026-01-20 11:00:00,2026-01-20,A,ST02,ACT-100,15,0.0,15.0,57.0,57.0,15,15,0,Running,Team-A,,2026,1,January,4,Tuesday,11,15.0,15,855.0,900.0,15,15,0.0,0.0,False,False
PR0005002,2026-01-20 11:15:00,2026-01-20,A,ST02,ACT-100,15,6.35,8.65,57.0,58.57,8,8,0,Downtime,Team-A,DT000233,2026,1,January,4,Tuesday,11,8.65,15,456.0,519.0,8,8,0.0,0.02754385964912281,True,False
PR0005003,2026-01-20 11:30:00,2026-01-20,A,ST02,ACT-100,15,0.0,15.0,57.0,57.16,15,15,0,Running,Team-A,,2026,1,January,4,Tuesday,11,15.0,15,855.0,900.0,15,15,0.0,0.0028070175438595895,False,False
PR0005004,2026-01-20 11:45:00,2026-01-20,A,ST02,ACT-100,15,0.0,15.0,57.0,59.54,15,15,0,Running,Team-A,,2026,1,January,4,Tuesday,11,15.0,15,855.0,900.0,15,15,0.0,0.04456140350877191,False,False
PR0005005,2026-01-20 12:00:00,2026-01-20,A,ST02,ACT-100,15,0.0,15.0,57.0,57.01,15,15,0,Running,Team-A,,2026,1,January,4,Tuesday,12,15.0,15,855.0,900.0,15,15,0.0,0.00017543859649119317,False,False
PR0005006,2026-01-20 12:15:00,2026-01-20,A,ST02,ACT-100,15,0.0,15.0,57.0,57.39,15,15,0,Running,Team-A,,2026,1,January,4,Tuesday,12,15.0,15,855.0,900.0,15,15,0.0,0.0068421052631579046,False,False
PR0005007,2026-01-20 12:30:00,2026-01-20,A,ST02,ACT-100,15,0.0,15.0,57.0,57.0,15,15,0,Running,Team-A,,2026,1,January,4,Tuesday,12,15.0,15,855.0,900.0,15,15,0.0,0.0,False,False
PR0005008,2026-01-20 12:45:00,2026-01-20,A,ST02,ACT-100,15,0.0,15.0,57.0,57.0,15,14,1,Running,Team-A,,2026,1,January,4,Tuesday,12,15.0,15,855.0,900.0,14,15,0.06666666666666667,0.0,False,False
