record_id,timestamp,date,shift,station_id,product_id,planned_minutes,downtime_minutes,runtime_minutes,ideal_cycle_sec,actual_cycle_sec,total_quantity,good_quantity,rejected_quantity,machine_status,operator_team,downtime_id
PR0008114,2026-01-29 09:15:00,2026-01-29,A,ST01,ACT-100,15,0.0,15.0,62.7,62.7,14,13,1,Running,Team-A,
PR0008115,2026-01-29 09:30:00,2026-01-29,A,ST01,ACT-100,15,8.49,6.51,62.7,64.75,6,5,1,Planned Maintenance,Team-A,DT000373
PR0008116,2026-01-29 09:45:00,2026-01-29,A,ST01,ACT-100,15,0.0,15.0,62.7,63.59,14,14,0,Running,Team-A,
PR0008117,2026-01-29 10:00:00,2026-01-29,A,ST01,ACT-100,15,0.0,15.0,62.7,63.52,14,14,0,Running,Team-A,
PR0008118,2026-01-29 10:15:00,2026-01-29,A,ST01,ACT-100,15,0.0,15.0,62.7,62.7,14,13,1,Running,Team-A,
PR0008119,2026-01-29 10:30:00,2026-01-29,A,ST01,ACT-100,15,0.0,15.0,62.7,62.7,14,14,0,Running,Team-A,
PR0008120,2026-01-29 10:45:00,2026-01-29,A,ST01,ACT-100,15,0.0,15.0,62.7,62.7,14,14,0,Running,Team-A,
PR0008121,2026-01-29 11:00:00,2026-01-29,A,ST01,ACT-100,15,0.0,15.0,62.7,66.16,13,13,0,Running,Team-A,
PR0008122,2026-01-29 11:15:00,2026-01-29,A,ST01,ACT-100,15,0.0,15.0,62.7,62.7,14,14,0,Running,Team-A,
PR0008123,2026-01-29 11:30:00,2026-01-29,A,ST01,ACT-100,15,0.0,15.0,62.7,63.34,14,14,0,Running,Team-A,
PR0008124,2026-01-29 11:45:00,2026-01-29,A,ST01,ACT-100,15,0.0,15.0,62.7,64.49,13,13,0,Running,Team-A,
PR0008125,2026-01-29 12:00:00,2026-01-29,A,ST01,ACT-100,15,0.0,15.0,62.7,63.51,14,14,0,Running,Team-A,
PR0008126,2026-01-29 12:15:00,2026-01-29,A,ST01,ACT-100,15,0.0,15.0,62.7,62.7,14,13,1,Running,Team-A,
PR0008127,2026-01-29 12:30:00,2026-01-29,A,ST01,ACT-100,15,0.0,15.0,62.7,62.7,14,14,0,Running,Team-A,
PR0008128,2026-01-29 12:45:00,2026-01-29,A,ST01,ACT-100,15,0.0,15.0,62.7,63.71,14,14,0,Running,Team-A,
PR0008129,2026-01-29 13:00:00,2026-01-29,A,ST01,ACT-100,15,0.0,15.0,62.7,63.76,14,14,0,Running,Team-A,
PR0008130,2026-01-29 13:15:00,2026-01-29,A,ST01,ACT-100,15,0.0,15.0,62.7,62.7,14,14,0,Running,Team-A,
PR0008131,2026-01-29 06:00:00,2026-01-29,A,ST02,ACT-100,15,0.0,15.0,57.0,57.0,15,15,0,Running,Team-A,
PR0008132,2026-01-29 06:15:00,2026-01-29,A,ST02,ACT-100,15,0.0,15.0,57.0,57.0,15,15,0,Running,Team-A,
PR0008133,2026-01-29 06:30:00,2026-01-29,A,ST02,ACT-100,15,0.0,15.0,57.0,57.0,15,15,0,Running,Team-A,
PR0008134,2026-01-29 06:45:00,2026-01-29,A,ST02,ACT-100,15,0.0,15.0,57.0,57.18,15,15,0,Running,Team-A,
PR0008135,2026-01-29 07:00:00,2026-01-29,A,ST02,ACT-100,15,0.0,15.0,57.0,57.0,15,15,0,Running,Team-A,
PR0008136,2026-01-29 07:15:00,2026-01-29,A,ST02,ACT-100,15,0.0,15.0,57.0,58.1,15,15,0,Running,Team-A,
PR0008137,2026-01-29 07:30:00,2026-01-29,A,ST02,ACT-100,15,0.0,15.0,57.0,59.1,15,15,0,Running,Team-A,
PR0008138,2026-01-29 07:45:00,2026-01-29,A,ST02,ACT-100,15,0.0,15.0,57.0,57.78,15,15,0,Running,Team-A,
PR0008139,2026-01-29 08:00:00,2026-01-29,A,ST02,ACT-100,15,0.0,15.0,57.0,57.48,15,15,0,Running,Team-A,
PR0008140,2026-01-29 08:15:00,2026-01-29,A,ST02,ACT-100,15,0.0,15.0,57.0,57.91,15,14,1,Running,Team-A,
PR0008141,2026-01-29 08:30:00,2026-01-29,A,ST02,ACT-100,15,0.0,15.0,57.0,57.42,15,15,0,Running,Team-A,
PR0008142,2026-01-29 08:45:00,2026-01-29,A,ST02,ACT-100,15,0.0,15.0,57.0,57.0,15,15,0,Running,Team-A,
PR0008143,2026-01-29 09:00:00,2026-01-29,A,ST02,ACT-100,15,0.0,15.0,57.0,57.19,15,15,0,Running,Team-A,
PR0008144,2026-01-29 09:15:00,2026-01-29,A,ST02,ACT-100,15,0.0,15.0,57.0,57.0,15,15,0,Running,Team-A,
PR0008145,2026-01-29 09:30:00,2026-01-29,A,ST02,ACT-100,15,0.0,15.0,57.0,59.09,15,15,0,Running,Team-A,
PR0008146,2026-01-29 09:45:00,2026-01-29,A,ST02,ACT-100,15,0.0,15.0,57.0,57.0,15,15,0,Running,Team-A,
PR0008147,2026-01-29 10:00:00,2026-01-29,A,ST02,ACT-100,15,0.0,15.0,57.0,57.78,15,15,0,Running,Team-A,
PR0008148,2026-01-29 10:15:00,2026-01-29,A,ST02,ACT-100,15,0.0,15.0,57.0,59.12,15,15,0,Running,Team-A,
PR0008149,2026-01-29 10:30:00,2026-01-29,A,ST02,ACT-100,15,0.0,15.0,57.0,57.0,15,15,0,Running,Team-A,
PR0008150,2026-01-29 10:45:00,2026-01-29,A,ST02,ACT-100,15,0.0,15.0,57.0,57.0,15,15,0,Running,Team-A,
PR0008151,2026-01-29 11:00:00,2026-01-29,A,ST02,ACT-100,15,0.0,15.0,57.0,57.9,15,15,0,Running,Team-A,
PR0008152,2026-01-29 11:15:00,2026-01-29,A,ST02,ACT-100,15,0.0,15.0,57.0,57.0,15,15,0,Running,Team-A,
PR0008153,2026-01-29 11:30:00,2026-01-29,A,ST02,ACT-100,15,0.0,15.0,57.0,57.0,15,15,0,Running,Team-A,
PR0008154,2026-01-29 11:45:00,2026-01-29,A,ST02,ACT-100,15,0.0,15.0,57.0,57.0,15,15,0,Running,Team-A,
PR0008155,2026-01-29 12:00:00,2026-01-29,A,ST02,ACT-100,15,0.0,15.0,57.0,58.87,15,15,0,Running,Team-A,
PR0008156,2026-01-29 12:15:00,2026-01-29,A,ST02,ACT-100,15,13.5,1.5,57.0,57.57,1,1,0,Downtime,Team-A,DT000374
PR0008157,2026-01-29 12:30:00,2026-01-29,A,ST02,ACT-100,15,0.0,15.0,57.0,58.13,15,15,0,Running,Team-A,
PR0008158,2026-01-29 12:45:00,2026-01-29,A,ST02,ACT-100,15,13.5,1.5,57.0,57.43,1,1,0,Downtime,Team-A,DT000375
PR0008159,2026-01-29 13:00:00,2026-01-29,A,ST02,ACT-100,15,0.0,15.0,57.0,57.0,15,15,0,Running,Team-A,
PR0008160,2026-01-29 13:15:00,2026-01-29,A,ST02,ACT-100,15,0.0,15.0,57.0,57.0,15,15,0,Running,Team-A,
PR0008161,2026-01-29 06:00:00,2026-01-29,A,ST03,ACT-100,15,0.0,15.0,59.85,59.85,15,14,1,Running,Team-A,
PR0008162,2026-01-29 06:15:00,2026-01-29,A,ST03,ACT-100,15,0.0,15.0,59.85,62.15,14,14,0,Running,Team-A,
PR0008163,2026-01-29 06:30:00,2026-01-29,A,ST03,ACT-100,15,0.0,15.0,59.85,61.02,14,14,0,Running,Team-A,
PR0008164,2026-01-29 06:45:00,2026-01-29,A,ST03,ACT-100,15,0.0,15.0,59.85,59.85,15,14,1,Running,Team-A,
PR0008165,2026-01-29 07:00:00,2026-01-29,A,ST03,ACT-100,15,0.0,15.0,59.85,60.38,14,14,0,Running,Team-A,
PR0008166,2026-01-29 07:15:00,2026-01-29,A,ST03,ACT-100,15,0.0,15.0,59.85,60.05,14,14,0,Running,Team-A,
PR0008167,2026-01-29 07:30:00,2026-01-29,A,ST03,ACT-100,15,0.0,15.0,59.85,59.85,15,15,0,Running,Team-A,
PR0008168,2026-01-29 07:45:00,2026-01-29,A,ST03,ACT-100,15,0.0,15.0,59.85,59.85,15,14,1,Running,Team-A,
PR0008169,2026-01-29 08:00:00,2026-01-29,A,ST03,ACT-100,15,0.0,15.0,59.85,61.0,14,14,0,Running,Team-A,
PR0008170,2026-01-29 08:15:00,2026-01-29,A,ST03,ACT-100,15,13.5,1.5,59.85,60.13,1,1,0,Downtime,Team-A,DT000376
PR0008171,2026-01-29 08:30:00,2026-01-29,A,ST03,ACT-100,15,0.0,15.0,59.85,59.85,15,15,0,Running,Team-A,
PR0008172,2026-01-29 08:45:00,2026-01-29,A,ST03,ACT-100,15,0.0,15.0,59.85,59.85,15,14,1,Running,Team-A,
PR0008173,2026-01-29 09:00:00,2026-01-29,A,ST03,ACT-100,15,0.0,15.0,59.85,59.85,15,14,1,Running,Team-A,
PR0008174,2026-01-29 09:15:00,2026-01-29,A,ST03,ACT-100,15,0.0,15.0,59.85,59.85,15,15,0,Running,Team-A,
PR0008175,2026-01-29 09:30:00,2026-01-29,A,ST03,ACT-100,15,0.0,15.0,59.85,62.06,14,14,0,Running,Team-A,
PR0008176,2026-01-29 09:45:00,2026-01-29,A,ST03,ACT-100,15,0.0,15.0,59.85,59.85,15,15,0,Running,Team-A,
PR0008177,2026-01-29 10:00:00,2026-01-29,A,ST03,ACT-100,15,0.0,15.0,59.85,61.22,14,14,0,Running,Team-A,
PR0008178,2026-01-29 10:15:00,2026-01-29,A,ST03,ACT-100,15,7.17,7.83,59.85,59.85,7,6,1,Planned Maintenance,Team-A,DT000377
PR0008179,2026-01-29 10:30:00,2026-01-29,A,ST03,ACT-100,15,0.0,15.0,59.85,59.85,15,15,0,Running,Team-A,
PR0008180,2026-01-29 10:45:00,2026-01-29,A,ST03,ACT-100,15,0.0,15.0,59.85,59.98,15,14,1,Running,Team-A,
PR0008181,2026-01-29 11:00:00,2026-01-29,A,ST03,ACT-100,15,0.0,15.0,59.85,62.05,14,13,1,Running,Team-A,
PR0008182,2026-01-29 11:15:00,2026-01-29,A,ST03,ACT-100,15,0.0,15.0,59.85,60.49,14,14,0,Running,Team-A,
PR0008183,2026-01-29 11:30:00,2026-01-29,A,ST03,ACT-100,15,0.0,15.0,59.85,60.53,14,14,0,Running,Team-A,
PR0008184,2026-01-29 11:45:00,2026-01-29,A,ST03,ACT-100,15,0.0,15.0,59.85,59.85,15,14,1,Running,Team-A,
PR0008185,2026-01-29 12:00:00,2026-01-29,A,ST03,ACT-100,15,0.0,15.0,59.85,60.07,14,14,0,Running,Team-A,
PR0008186,2026-01-29 12:15:00,2026-01-29,A,ST03,ACT-100,15,0.0,15.0,59.85,59.85,15,15,0,Running,Team-A,
PR0008187,2026-01-29 12:30:00,2026-01-29,A,ST03,ACT-100,15,0.0,15.0,59.85,59.9,15,14,1,Running,Team-A,
PR0008188,2026-01-29 12:45:00,2026-01-29,A,ST03,ACT-100,15,0.0,15.0,59.85,59.85,15,15,0,Running,Team-A,
PR0008189,2026-01-29 13:00:00,2026-01-29,A,ST03,ACT-100,15,0.0,15.0,59.85,59.85,15,15,0,Running,Team-A,
PR0008190,2026-01-29 13:15:00,2026-01-29,A,ST03,ACT-100,15,0.0,15.0,59.85,59.85,15,15,0,Running,Team-A,
PR0008191,2026-01-29 06:00:00,2026-01-29,A,ST04,ACT-100,15,0.0,15.0,68.4,68.4,13,13,0,Running,Team-A,
PR0008192,2026-01-29 06:15:00,2026-01-29,A,ST04,ACT-100,15,0.0,15.0,68.4,69.07,13,11,2,Running,Team-A,
PR0008193,2026-01-29 06:30:00,2026-01-29,A,ST04,ACT-100,15,0.0,15.0,68.4,68.4,13,13,0,Running,Team-A,
PR0008194,2026-01-29 06:45:00,2026-01-29,A,ST04,ACT-100,15,0.0,15.0,68.4,69.83,12,12,0,Running,Team-A,
PR0008195,2026-01-29 07:00:00,2026-01-29,A,ST04,ACT-100,15,0.0,15.0,68.4,68.4,13,13,0,Running,Team-A,
PR0008196,2026-01-29 07:15:00,2026-01-29,A,ST04,ACT-100,15,0.0,15.0,68.4,70.14,12,11,1,Running,Team-A,
PR0008197,2026-01-29 07:30:00,2026-01-29,A,ST04,ACT-100,15,0.0,15.0,68.4,68.4,13,12,1,Running,Team-A,
PR0008198,2026-01-29 07:45:00,2026-01-29,A,ST04,ACT-100,15,0.0,15.0,68.4,68.4,13,12,1,Running,Team-A,
PR0008199,2026-01-29 08:00:00,2026-01-29,A,ST04,ACT-100,15,11.09,3.91,68.4,68.43,3,3,0,Planned Maintenance,Team-A,DT000378
PR0008200,2026-01-29 08:15:00,2026-01-29,A,ST04,ACT-100,15,0.0,15.0,68.4,68.4,13,13,0,Running,Team-A,
PR0008201,2026-01-29 08:30:00,2026-01-29,A,ST04,ACT-100,15,0.0,15.0,68.4,69.79,12,12,0,Running,Team-A,
PR0008202,2026-01-29 08:45:00,2026-01-29,A,ST04,ACT-100,15,0.0,15.0,68.4,68.4,13,13,0,Running,Team-A,
PR0008203,2026-01-29 09:00:00,2026-01-29,A,ST04,ACT-100,15,0.0,15.0,68.4,70.67,12,12,0,Running,Team-A,
PR0008204,2026-01-29 09:15:00,2026-01-29,A,ST04,ACT-100,15,0.0,15.0,68.4,68.4,13,13,0,Running,Team-A,
PR0008205,2026-01-29 09:30:00,2026-01-29,A,ST04,ACT-100,15,13.5,1.5,68.4,68.4,1,1,0,Downtime,Team-A,DT000379
PR0008206,2026-01-29 09:45:00,2026-01-29,A,ST04,ACT-100,15,0.0,15.0,68.4,68.4,13,13,0,Running,Team-A,
PR0008207,2026-01-29 10:00:00,2026-01-29,A,ST04,ACT-100,15,0.0,15.0,68.4,68.94,13,12,1,Running,Team-A,
PR0008208,2026-01-29 10:15:00,2026-01-29,A,ST04,ACT-100,15,7.09,7.91,68.4,71.65,6,6,0,Downtime,Team-A,DT000380
PR0008209,2026-01-29 10:30:00,2026-01-29,A,ST04,ACT-100,15,0.0,15.0,68.4,68.4,13,13,0,Running,Team-A,
PR0008210,2026-01-29 10:45:00,2026-01-29,A,ST04,ACT-100,15,0.0,15.0,68.4,68.4,13,13,0,Running,Team-A,
PR0008211,2026-01-29 11:00:00,2026-01-29,A,ST04,ACT-100,15,0.0,15.0,68.4,68.4,13,13,0,Running,Team-A,
PR0008212,2026-01-29 11:15:00,2026-01-29,A,ST04,ACT-100,15,0.0,15.0,68.4,70.06,12,12,0,Running,Team-A,
PR0008213,2026-01-29 11:30:00,2026-01-29,A,ST04,ACT-100,15,0.0,15.0,68.4,68.67,13,13,0,Running,Team-A,
PR0008214,2026-01-29 11:45:00,2026-01-29,A,ST04,ACT-100,15,0.0,15.0,68.4,68.4,13,13,0,Running,Team-A,
PR0008215,2026-01-29 12:00:00,2026-01-29,A,ST04,ACT-100,15,0.0,15.0,68.4,70.03,12,12,0,Running,Team-A,
PR0008216,2026-01-29 12:15:00,2026-01-29,A,ST04,ACT-100,15,0.0,15.0,68.4,69.35,12,11,1,Running,Team-A,
PR0008217,2026-01-29 12:30:00,2026-01-29,A,ST04,ACT-100,15,0.0,15.0,68.4,69.18,13,13,0,Running,Team-A,
PR0008218,2026-01-29 12:45:00,2026-01-29,A,ST04,ACT-100,15,0.0,15.0,68.4,68.4,13,13,0,Running,Team-A,
PR0008219,2026-01-29 13:00:00,2026-01-29,A,ST04,ACT-100,15,9.85,5.15,68.4,70.57,4,4,0,Planned Maintenance,Team-A,DT000381
PR0008220,2026-01-29 13:15:00,2026-01-29,A,ST04,ACT-100,15,0.0,15.0,68.4,69.04,13,12,1,Running,Team-A,
PR0008221,2026-01-29 06:00:00,2026-01-29,A,ST05,ACT-100,15,0.0,15.0,60.8,60.8,14,14,0,Running,Team-A,
PR0008222,2026-01-29 06:15:00,2026-01-29,A,ST05,ACT-100,15,0.0,15.0,60.8,62.37,14,14,0,Running,Team-A,
PR0008223,2026-01-29 06:30:00,2026-01-29,A,ST05,ACT-100,15,0.0,15.0,60.8,60.8,14,14,0,Running,Team-A,
PR0008224,2026-01-29 06:45:00,2026-01-29,A,ST05,ACT-100,15,0.0,15.0,60.8,60.8,14,13,1,Running,Team-A,
PR0008225,2026-01-29 07:00:00,2026-01-29,A,ST05,ACT-100,15,0.0,15.0,60.8,61.59,14,14,0,Running,Team-A,
PR0008226,2026-01-29 07:15:00,2026-01-29,A,ST05,ACT-100,15,0.0,15.0,60.8,60.8,14,14,0,Running,Team-A,
PR0008227,2026-01-29 07:30:00,2026-01-29,A,ST05,ACT-100,15,0.0,15.0,60.8,61.92,14,14,0,Running,Team-A,
PR0008228,2026-01-29 07:45:00,2026-01-29,A,ST05,ACT-100,15,0.0,15.0,60.8,60.8,14,13,1,Running,Team-A,
PR0008229,2026-01-29 08:00:00,2026-01-29,A,ST05,ACT-100,15,0.0,15.0,60.8,60.8,14,14,0,Running,Team-A,
PR0008230,2026-01-29 08:15:00,2026-01-29,A,ST05,ACT-100,15,0.0,15.0,60.8,60.8,14,14,0,Running,Team-A,
PR0008231,2026-01-29 08:30:00,2026-01-29,A,ST05,ACT-100,15,0.0,15.0,60.8,60.97,14,14,0,Running,Team-A,
PR0008232,2026-01-29 08:45:00,2026-01-29,A,ST05,ACT-100,15,0.0,15.0,60.8,60.8,14,14,0,Running,Team-A,
PR0008233,2026-01-29 09:00:00,2026-01-29,A,ST05,ACT-100,15,0.0,15.0,60.8,60.85,14,14,0,Running,Team-A,
PR0008234,2026-01-29 09:15:00,2026-01-29,A,ST05,ACT-100,15,0.0,15.0,60.8,60.8,14,14,0,Running,Team-A,
PR0008235,2026-01-29 09:30:00,2026-01-29,A,ST05,ACT-100,15,0.0,15.0,60.8,60.8,14,14,0,Running,Team-A,
PR0008236,2026-01-29 09:45:00,2026-01-29,A,ST05,ACT-100,15,0.0,15.0,60.8,61.65,14,14,0,Running,Team-A,
PR0008237,2026-01-29 10:00:00,2026-01-29,A,ST05,ACT-100,15,1.04,13.96,60.8,61.29,13,13,0,Downtime,Team-A,DT000382
PR0008238,2026-01-29 10:15:00,2026-01-29,A,ST05,ACT-100,15,0.0,15.0,60.8,60.92,14,14,0,Running,Team-A,
PR0008239,2026-01-29 10:30:00,2026-01-29,A,ST05,ACT-100,15,0.0,15.0,60.8,60.8,14,14,0,Running,Team-A,
PR0008240,2026-01-29 10:45:00,2026-01-29,A,ST05,ACT-100,15,0.0,15.0,60.8,60.8,14,14,0,Running,Team-A,
PR0008241,2026-01-29 11:00:00,2026-01-29,A,ST05,ACT-100,15,0.0,15.0,60.8,60.8,14,13,1,Running,Team-A,
PR0008242,2026-01-29 11:15:00,2026-01-29,A,ST05,ACT-100,15,13.5,1.5,60.8,60.8,1,1,0,Downtime,Team-A,DT000383
PR0008243,2026-01-29 11:30:00,2026-01-29,A,ST05,ACT-100,15,0.0,15.0,60.8,60.8,14,14,0,Running,Team-A,
PR0008244,2026-01-29 11:45:00,2026-01-29,A,ST05,ACT-100,15,0.0,15.0,60.8,61.24,14,14,0,Running,Team-A,
PR0008245,2026-01-29 12:00:00,2026-01-29,A,ST05,ACT-100,15,0.0,15.0,60.8,61.34,14,14,0,Running,Team-A,
PR0008246,2026-01-29 12:15:00,2026-01-29,A,ST05,ACT-100,15,0.0,15.0,60.8,60.8,14,14,0,Running,Team-A,
PR0008247,2026-01-29 12:30:00,2026-01-29,A,ST05,ACT-100,15,0.0,15.0,60.8,61.53,14,14,0,Running,Team-A,
PR0008248,2026-01-29 12:45:00,2026-01-29,A,ST05,ACT-100,15,0.0,15.0,60.8,61.37,14,13,1,Running,Team-A,
PR0008249,2026-01-29 13:00:00,2026-01-29,A,ST05,ACT-100,15,0.0,15.0,60.8,60.8,14,14,0,Running,Team-A,
PR0008250,2026-01-29 13:15:00,2026-01-29,A,ST05,ACT-100,15,0.0,15.0,60.8,60.8,14,14,0,Running,Team-A,
PR0008251,2026-01-29 14:00:00,2026-01-29,B,ST01,ACT-300,15,0.0,15.0,72.6,75.76,11,11,0,Running,Team-B,
PR0008252,2026-01-29 14:15:00,2026-01-29,B,ST01,ACT-300,15,0.0,15.0,72.6,73.43,12,12,0,Running,Team-B,
PR0008253,2026-01-29 14:30:00,2026-01-29,B,ST01,ACT-300,15,0.0,15.0,72.6,77.89,11,11,0,Running,Team-B,
PR0008254,2026-01-29 14:45:00,2026-01-29,B,ST01,ACT-300,15,0.0,15.0,72.6,78.55,11,11,0,Running,Team-B,
PR0008255,2026-01-29 15:00:00,2026-01-29,B,ST01,ACT-300,15,0.0,15.0,72.6,69.43,12,11,1,Running,Team-B,
PR0008256,2026-01-29 15:15:00,2026-01-29,B,ST01,ACT-300,15,0.0,15.0,72.6,72.43,12,12,0,Running,Team-B,
PR0008257,2026-01-29 15:30:00,2026-01-29,B,ST01,ACT-300,15,0.0,15.0,72.6,75.08,11,10,1,Running,Team-B,
PR0008258,2026-01-29 15:45:00,2026-01-29,B,ST01,ACT-300,15,7.22,7.78,72.6,71.49,6,6,0,Planned Maintenance,Team-B,DT000384
PR0008259,2026-01-29 16:00:00,2026-01-29,B,ST01,ACT-300,15,0.0,15.0,72.6,73.71,12,12,0,Running,Team-B,
PR0008260,2026-01-29 16:15:00,2026-01-29,B,ST01,ACT-300,15,0.0,15.0,72.6,76.16,11,11,0,Running,Team-B,
PR0008261,2026-01-29 16:30:00,2026-01-29,B,ST01,ACT-300,15,0.0,15.0,72.6,75.74,11,11,0,Running,Team-B,
PR0008262,2026-01-29 16:45:00,2026-01-29,B,ST01,ACT-300,15,0.0,15.0,72.6,74.6,12,12,0,Running,Team-B,
PR0008263,2026-01-29 17:00:00,2026-01-29,B,ST01,ACT-300,15,0.0,15.0,72.6,74.96,12,12,0,Running,Team-B,
PR0008264,2026-01-29 17:15:00,2026-01-29,B,ST01,ACT-300,15,0.0,15.0,72.6,73.89,12,10,2,Running,Team-B,
PR0008265,2026-01-29 17:30:00,2026-01-29,B,ST01,ACT-300,15,11.53,3.47,72.6,75.46,2,2,0,Planned Maintenance,Team-B,DT000385
PR0008266,2026-01-29 17:45:00,2026-01-29,B,ST01,ACT-300,15,0.0,15.0,72.6,72.07,12,11,1,Running,Team-B,
PR0008267,2026-01-29 18:00:00,2026-01-29,B,ST01,ACT-300,15,0.0,15.0,72.6,73.2,12,12,0,Running,Team-B,
PR0008268,2026-01-29 18:15:00,2026-01-29,B,ST01,ACT-300,15,0.0,15.0,72.6,73.54,12,12,0,Running,Team-B,
PR0008269,2026-01-29 18:30:00,2026-01-29,B,ST01,ACT-300,15,0.0,15.0,72.6,74.42,12,12,0,Running,Team-B,
PR0008270,2026-01-29 18:45:00,2026-01-29,B,ST01,ACT-300,15,0.0,15.0,72.6,75.75,11,11,0,Running,Team-B,
PR0008271,2026-01-29 19:00:00,2026-01-29,B,ST01,ACT-300,15,0.0,15.0,72.6,75.52,11,11,0,Running,Team-B,
PR0008272,2026-01-29 19:15:00,2026-01-29,B,ST01,ACT-300,15,0.0,15.0,72.6,74.2,12,12,0,Running,Team-B,
PR0008273,2026-01-29 19:30:00,2026-01-29,B,ST01,ACT-300,15,0.0,15.0,72.6,71.48,12,12,0,Running,Team-B,
PR0008274,2026-01-29 19:45:00,2026-01-29,B,ST01,ACT-300,15,0.0,15.0,72.6,72.32,12,12,0,Running,Team-B,
PR0008275,2026-01-29 20:00:00,2026-01-29,B,ST01,ACT-300,15,0.0,15.0,72.6,70.65,12,12,0,Running,Team-B,
PR0008276,2026-01-29 20:15:00,2026-01-29,B,ST01,ACT-300,15,0.0,15.0,72.6,71.68,12,12,0,Running,Team-B,
PR0008277,2026-01-29 20:30:00,2026-01-29,B,ST01,ACT-300,15,0.0,15.0,72.6,73.17,12,12,0,Running,Team-B,
PR0008278,2026-01-29 20:45:00,2026-01-29,B,ST01,ACT-300,15,0.0,15.0,72.6,73.55,12,12,0,Running,Team-B,
PR0008279,2026-01-29 21:00:00,2026-01-29,B,ST01,ACT-300,15,0.0,15.0,72.6,75.55,11,11,0,Running,Team-B,
PR0008280,2026-01-29 21:15:00,2026-01-29,B,ST01,ACT-300,15,0.0,15.0,72.6,74.85,12,11,1,Running,Team-B,
PR0008281,2026-01-29 14:00:00,2026-01-29,B,ST02,ACT-300,15,0.0,15.0,66.0,69.84,12,12,0,Running,Team-B,
PR0008282,2026-01-29 14:15:00,2026-01-29,B,ST02,ACT-300,15,0.0,15.0,66.0,66.17,13,13,0,Running,Team-B,
PR0008283,2026-01-29 14:30:00,2026-01-29,B,ST02,ACT-300,15,0.0,15.0,66.0,66.26,13,13,0,Running,Team-B,
PR0008284,2026-01-29 14:45:00,2026-01-29,B,ST02,ACT-300,15,0.0,15.0,66.0,68.7,13,12,1,Running,Team-B,
PR0008285,2026-01-29 15:00:00,2026-01-29,B,ST02,ACT-300,15,0.0,15.0,66.0,67.57,13,13,0,Running,Team-B,
PR0008286,2026-01-29 15:15:00,2026-01-29,B,ST02,ACT-300,15,0.0,15.0,66.0,66.85,13,12,1,Running,Team-B,
PR0008287,2026-01-29 15:30:00,2026-01-29,B,ST02,ACT-300,15,0.0,15.0,66.0,68.46,13,13,0,Running,Team-B,
PR0008288,2026-01-29 15:45:00,2026-01-29,B,ST02,ACT-300,15,0.0,15.0,66.0,67.1,13,13,0,Running,Team-B,
PR0008289,2026-01-29 16:00:00,2026-01-29,B,ST02,ACT-300,15,0.0,15.0,66.0,68.45,13,13,0,Running,Team-B,
PR0008290,2026-01-29 16:15:00,2026-01-29,B,ST02,ACT-300,15,0.0,15.0,66.0,66.76,13,13,0,Running,Team-B,
PR0008291,2026-01-29 16:30:00,2026-01-29,B,ST02,ACT-300,15,0.0,15.0,66.0,67.44,13,13,0,Running,Team-B,
PR0008292,2026-01-29 16:45:00,2026-01-29,B,ST02,ACT-300,15,13.5,1.5,66.0,64.84,1,1,0,Downtime,Team-B,DT000386
PR0008293,2026-01-29 17:00:00,2026-01-29,B,ST02,ACT-300,15,0.0,15.0,66.0,66.37,13,13,0,Running,Team-B,
PR0008294,2026-01-29 17:15:00,2026-01-29,B,ST02,ACT-300,15,0.0,15.0,66.0,68.25,13,13,0,Running,Team-B,
PR0008295,2026-01-29 17:30:00,2026-01-29,B,ST02,ACT-300,15,0.0,15.0,66.0,64.86,13,12,1,Running,Team-B,
PR0008296,2026-01-29 17:45:00,2026-01-29,B,ST02,ACT-300,15,0.0,15.0,66.0,67.17,13,13,0,Running,Team-B,
PR0008297,2026-01-29 18:00:00,2026-01-29,B,ST02,ACT-300,15,0.0,15.0,66.0,63.1,14,14,0,Running,Team-B,
PR0008298,2026-01-29 18:15:00,2026-01-29,B,ST02,ACT-300,15,0.0,15.0,66.0,67.15,13,13,0,Running,Team-B,
PR0008299,2026-01-29 18:30:00,2026-01-29,B,ST02,ACT-300,15,0.0,15.0,66.0,68.36,13,12,1,Running,Team-B,
PR0008300,2026-01-29 18:45:00,2026-01-29,B,ST02,ACT-300,15,0.0,15.0,66.0,64.95,13,13,0,Running,Team-B,
PR0008301,2026-01-29 19:00:00,2026-01-29,B,ST02,ACT-300,15,0.0,15.0,66.0,68.23,13,12,1,Running,Team-B,
PR0008302,2026-01-29 19:15:00,2026-01-29,B,ST02,ACT-300,15,0.0,15.0,66.0,69.11,13,13,0,Running,Team-B,
PR0008303,2026-01-29 19:30:00,2026-01-29,B,ST02,ACT-300,15,0.0,15.0,66.0,64.98,13,13,0,Running,Team-B,
PR0008304,2026-01-29 19:45:00,2026-01-29,B,ST02,ACT-300,15,13.5,1.5,66.0,71.33,1,1,0,Downtime,Team-B,DT000387
PR0008305,2026-01-29 20:00:00,2026-01-29,B,ST02,ACT-300,15,0.0,15.0,66.0,68.3,13,13,0,Running,Team-B,
PR0008306,2026-01-29 20:15:00,2026-01-29,B,ST02,ACT-300,15,0.0,15.0,66.0,67.45,13,13,0,Running,Team-B,
PR0008307,2026-01-29 20:30:00,2026-01-29,B,ST02,ACT-300,15,0.0,15.0,66.0,64.7,13,13,0,Running,Team-B,
