downtime_id,station_id,start_time,end_time,duration_min,shift,category,failure_type,planned_flag,maintenance_required,product_id
DT000374,ST02,2026-01-29 12:15:22.969084399,2026-01-29 12:28:52.969084399,13.5,A,Sensor/Control,Communication Fault,False,True,ACT-100
DT000375,ST02,2026-01-29 12:45:38.885705953,2026-01-29 12:59:08.885705953,13.5,A,Equipment Failure,Robot Position Fault,False,True,ACT-100
DT000376,ST03,2026-01-29 08:15:05.106727253,2026-01-29 08:28:35.106727253,13.5,A,Sensor/Control,Vision System Fault,False,True,ACT-100
DT000377,ST03,2026-01-29 10:15:00.000000000,2026-01-29 10:22:10.400741707,7.17,A,Maintenance,Planned Maintenance,True,True,ACT-100
DT000378,ST04,2026-01-29 08:00:00.000000000,2026-01-29 08:11:05.658653221,11.09,A,Maintenance,Planned Maintenance,True,True,ACT-100
DT000379,ST04,2026-01-29 09:34:49.086783158,2026-01-29 09:48:19.086783158,13.5,A,Changeover,Product Changeover,False,True,ACT-100
DT000380,ST04,2026-01-29 10:19:23.759290571,2026-01-29 10:26:29.159290571,7.09,A,Equipment Failure,Fixture Fault,False,False,ACT-100
DT000381,ST04,2026-01-29 13:00:00.000000000,2026-01-29 13:09:50.871099459,9.85,A,Maintenance,Planned Maintenance,True,True,ACT-100
DT000382,ST05,2026-01-29 10:00:02.102967747,2026-01-29 10:01:04.502967747,1.04,A,Micro Stop,Packaging Micro Stop,False,False,ACT-100
DT000383,ST05,2026-01-29 11:16:33.738252764,2026-01-29 11:30:03.738252764,13.5,A,Material,Packaging Material Shortage,False,True,ACT-100
DT000384,ST01,2026-01-29 15:45:00.000000000,2026-01-29 15:52:13.171513178,7.22,B,Maintenance,Planned Maintenance,True,True,ACT-300
DT000385,ST01,2026-01-29 17:30:00.000000000,2026-01-29 17:41:31.893559507,11.53,B,Maintenance,Planned Maintenance,True,True,ACT-300
DT000386,ST02,2026-01-29 16:47:13.298685070,2026-01-29 17:00:43.298685070,13.5,B,Equipment Failure,Gripper Fault,False,True,ACT-300
DT000387,ST02,2026-01-29 19:45:17.730041303,2026-01-29 19:58:47.730041303,13.5,B,Equipment Failure,Robot Position Fault,False,True,ACT-300
DT000388,ST03,2026-01-29 17:32:56.948120617,2026-01-29 17:46:26.948120617,13.5,B,Sensor/Control,Vision System Fault,False,True,ACT-300
DT000389,ST04,2026-01-29 18:15:07.548146965,2026-01-29 18:28:37.548146965,13.5,B,Changeover,Product Changeover,False,True,ACT-300
DT000390,ST01,2026-01-30 00:32:30.485112355,2026-01-30 00:40:22.685112355,7.87,C,Equipment Failure,Spindle Fault,False,False,ACT-200
DT000391,ST02,2026-01-29 22:19:29.832359347,2026-01-29 22:32:59.832359347,13.5,C,Equipment Failure,Gripper Fault,False,True,ACT-200
DT000392,ST02,2026-01-30 00:04:45.851756896,2026-01-30 00:18:15.851756896,13.5,C,Equipment Failure,Robot Position Fault,False,True,ACT-200
DT000393,ST02,2026-01-30 01:48:29.698225643,2026-01-30 01:57:08.098225643,8.64,C,Equipment Failure,Robot Position Fault,False,True,ACT-200
DT000394,ST02,2026-01-30 03:15:22.350740705,2026-01-30 03:28:52.350740705,13.5,C,Sensor/Control,Part Presence Sensor,False,True,ACT-200
DT000395,ST03,2026-01-30 01:18:52.048168161,2026-01-30 01:21:51.448168161,2.99,C,Micro Stop,Inspection Micro Stop,False,False,ACT-200
DT000396,ST03,2026-01-30 04:31:26.491977712,2026-01-30 04:44:56.491977712,13.5,C,Sensor/Control,Measurement Sensor Fault,False,True,ACT-200
DT000397,ST04,2026-01-29 22:32:35.296404566,2026-01-29 22:46:05.296404566,13.5,C,Changeover,Product Changeover,False,True,ACT-200
DT000398,ST04,2026-01-30 03:17:46.832301876,2026-01-30 03:25:50.432301876,8.06,C,Material,Component Shortage,False,True,ACT-200
DT000399,ST04,2026-01-30 04:00:15.283932123,2026-01-30 04:04:35.683932122,4.34,C,Micro Stop,Assembly Micro Stop,False,False,ACT-200
DT000400,ST05,2026-01-29 23:31:09.580141579,2026-01-29 23:40:10.180141579,9.01,C,Equipment Failure,Packaging Jam,False,True,ACT-200
DT000401,ST05,2026-01-29 23:46:44.706298696,2026-01-30 00:00:14.706298696,13.5,C,Sensor/Control,Label Sensor Fault,False,True,ACT-200
DT000402,ST01,2026-01-30 11:03:16.614944661,2026-01-30 11:04:54.414944661,1.63,A,Micro Stop,Minor CNC Stop,False,False,ACT-200
DT000403,ST01,2026-01-30 12:01:38.903368615,2026-01-30 12:10:47.903368615,9.15,A,Tooling,Tool Change,False,True,ACT-200
DT000404,ST01,2026-01-30 13:03:09.672055111,2026-01-30 13:14:50.472055111,11.68,A,Tooling,Tool Wear,False,True,ACT-200
DT000405,ST02,2026-01-30 08:01:08.024347902,2026-01-30 08:03:38.024347902,2.5,A,Micro Stop,Robot Micro Stop,False,False,ACT-200
DT000406,ST02,2026-01-30 11:33:21.273182394,2026-01-30 11:36:50.673182394,3.49,A,Micro Stop,Robot Micro Stop,False,False,ACT-200
DT000407,ST03,2026-01-30 11:00:39.855753612,2026-01-30 11:04:02.655753611,3.38,A,Micro Stop,Inspection Micro Stop,False,False,ACT-200
DT000408,ST04,2026-01-30 09:03:57.131430763,2026-01-30 09:17:27.131430763,13.5,A,Quality,Functional Test Failure,False,True,ACT-200
DT000409,ST04,2026-01-30 10:02:07.544854057,2026-01-30 10:15:37.544854057,13.5,A,Quality,Functional Test Failure,False,True,ACT-200
DT000410,ST05,2026-01-30 07:45:03.627808441,2026-01-30 07:58:33.627808441,13.5,A,Equipment Failure,Packaging Jam,False,True,ACT-200
DT000411,ST05,2026-01-30 11:04:06.803480456,2026-01-30 11:17:36.803480456,13.5,A,Sensor/Control,Label Sensor Fault,False,True,ACT-200
DT000412,ST01,2026-01-30 14:30:52.421427706,2026-01-30 14:44:22.421427706,13.5,B,Tooling,Tool Change,False,True,ACT-100
DT000413,ST01,2026-01-30 15:00:00.000000000,2026-01-30 15:09:03.412129652,9.06,B,Maintenance,Planned Maintenance,True,True,ACT-100
DT000414,ST01,2026-01-30 17:31:18.877880071,2026-01-30 17:44:48.877880071,13.5,B,Equipment Failure,Spindle Fault,False,True,ACT-100
DT000415,ST02,2026-01-30 14:01:15.622802593,2026-01-30 14:14:45.622802593,13.5,B,Equipment Failure,Robot Position Fault,False,True,ACT-100
DT000416,ST02,2026-01-30 17:47:13.958336875,2026-01-30 18:00:43.958336875,13.5,B,Equipment Failure,Robot Position Fault,False,True,ACT-100
DT000417,ST02,2026-01-30 18:30:00.000000000,2026-01-30 18:38:09.134232367,8.15,B,Maintenance,Planned Maintenance,True,True,ACT-100
DT000418,ST03,2026-01-30 15:03:07.661894170,2026-01-30 15:05:41.261894170,2.56,B,Micro Stop,Inspection Micro Stop,False,False,ACT-100
DT000419,ST03,2026-01-30 16:19:55.338601484,2026-01-30 16:33:25.338601484,13.5,B,Quality,Inspection Calibration,False,True,ACT-100
DT000420,ST04,2026-01-30 17:46:52.354385297,2026-01-30 17:52:33.754385297,5.69,B,Equipment Failure,Fixture Fault,False,False,ACT-100
DT000421,ST04,2026-01-30 18:02:02.815974990,2026-01-30 18:15:32.815974990,13.5,B,Changeover,Product Changeover,False,True,ACT-100
DT000422,ST04,2026-01-30 18:30:04.165097907,2026-01-30 18:43:34.165097907,13.5,B,Quality,Functional Test Failure,False,True,ACT-100
DT000423,ST04,2026-01-30 20:01:21.156087506,2026-01-30 20:14:51.156087506,13.5,B,Changeover,Product Changeover,False,True,ACT-100
DT000424,ST01,2026-01-30 22:02:03.424140725,2026-01-30 22:15:33.424140725,13.5,C,Tooling,Tool Change,False,True,ACT-100
DT000425,ST01,2026-01-30 23:15:09.099381784,2026-01-30 23:26:31.299381783,11.37,C,Tooling,Tool Wear,False,True,ACT-100
DT000426,ST02,2026-01-30 23:01:53.708392193,2026-01-30 23:03:47.708392193,1.9,C,Micro Stop,Robot Micro Stop,False,False,ACT-100
DT000427,ST02,2026-01-31 03:47:40.152927911,2026-01-31 04:01:10.152927911,13.5,C,Sensor/Control,Part Presence Sensor,False,True,ACT-100
DT000428,ST03,2026-01-30 22:15:29.459149724,2026-01-30 22:24:30.659149723,9.02,C,Sensor/Control,Vision System Fault,False,True,ACT-100
DT000429,ST03,2026-01-31 01:01:53.028774373,2026-01-31 01:15:23.028774373,13.5,C,Quality,Inspection Calibration,False,True,ACT-100
DT000430,ST03,2026-01-31 04:01:34.489781891,2026-01-31 04:03:59.089781891,2.41,C,Micro Stop,Inspection Micro Stop,False,False,ACT-100
DT000431,ST04,2026-01-31 00:45:00.000000000,2026-01-31 00:56:12.628923547,11.21,C,Maintenance,Planned Maintenance,True,True,ACT-100
DT000432,ST04,2026-01-31 02:01:20.407271345,2026-01-31 02:14:50.407271345,13.5,C,Equipment Failure,Fixture Fault,False,True,ACT-100
DT000433,ST05,2026-01-31 00:15:00.000000000,2026-01-31 00:25:51.841685380,10.86,C,Maintenance,Planned Maintenance,True,True,ACT-100
DT000434,ST02,2026-02-02 06:46:28.611562877,2026-02-02 06:49:18.411562877,2.83,A,Micro Stop,Robot Micro Stop,False,False,ACT-100
DT000435,ST02,2026-02-02 10:33:53.217875611,2026-02-02 10:47:23.217875611,13.5,A,Sensor/Control,Part Presence Sensor,False,True,ACT-100
DT000436,ST03,2026-02-02 12:32:17.465476496,2026-02-02 12:45:47.465476496,13.5,A,Sensor/Control,Vision System Fault,False,True,ACT-100
DT000437,ST04,2026-02-02 09:30:00.000000000,2026-02-02 09:39:54.858165899,9.91,A,Maintenance,Planned Maintenance,True,True,ACT-100
DT000438,ST04,2026-02-02 10:48:58.672471480,2026-02-02 11:02:28.672471480,13.5,A,Equipment Failure,Fixture Fault,False,True,ACT-100
DT000439,ST05,2026-02-02 09:31:54.093933130,2026-02-02 09:33:42.693933130,1.81,A,Micro Stop,Packaging Micro Stop,False,False,ACT-100
DT000440,ST02,2026-02-02 16:15:12.478820816,2026-02-02 16:28:42.478820816,13.5,B,Sensor/Control,Part Presence Sensor,False,True,ACT-100
DT000441,ST03,2026-02-02 16:30:00.000000000,2026-02-02 16:41:43.434034038,11.72,B,Maintenance,Planned Maintenance,True,True,ACT-100
DT000442,ST03,2026-02-02 19:17:58.197905606,2026-02-02 19:31:28.197905606,13.5,B,Sensor/Control,Vision System Fault,False,True,ACT-100
DT000443,ST04,2026-02-02 20:33:40.063469144,2026-02-02 20:47:10.063469144,13.5,B,Material,Component Shortage,False,True,ACT-100
DT000444,ST05,2026-02-02 15:34:48.691813408,2026-02-02 15:48:18.691813408,13.5,B,Material,Packaging Material Shortage,False,True,ACT-100
DT000445,ST01,2026-02-03 04:30:52.889551994,2026-02-03 04:44:22.889551994,13.5,C,Sensor/Control,Coolant Sensor Alarm,False,True,ACT-200
DT000446,ST02,2026-02-02 23:31:46.897888042,2026-02-02 23:45:16.897888042,13.5,C,Sensor/Control,Part Presence Sensor,False,True,ACT-200
DT000447,ST02,2026-02-03 01:32:53.979237205,2026-02-03 01:34:20.979237205,1.45,C,Micro Stop,Robot Micro Stop,False,False,ACT-200
DT000448,ST02,2026-02-03 04:17:11.968355940,2026-02-03 04:30:41.968355940,13.5,C,Sensor/Control,Communication Fault,False,True,ACT-200
DT000449,ST02,2026-02-03 04:32:18.173268821,2026-02-03 04:45:48.173268821,13.5,C,Equipment Failure,Gripper Fault,False,True,ACT-200
DT000450,ST03,2026-02-02 23:00:00.000000000,2026-02-02 23:07:39.710050924,7.66,C,Maintenance,Planned Maintenance,True,True,ACT-200
DT000451,ST03,2026-02-03 01:15:00.000000000,2026-02-03 01:21:15.825083280,6.26,C,Maintenance,Planned Maintenance,True,True,ACT-200
DT000452,ST03,2026-02-03 02:32:46.627126026,2026-02-03 02:46:16.627126026,13.5,C,Sensor/Control,Measurement Sensor Fault,False,True,ACT-200
DT000453,ST03,2026-02-03 05:15:05.283337008,2026-02-03 05:16:38.883337008,1.56,C,Micro Stop,Inspection Micro Stop,False,False,ACT-200
DT000454,ST04,2026-02-02 22:45:15.736451437,2026-02-02 22:58:45.736451437,13.5,C,Changeover,Product Changeover,False,True,ACT-200
DT000455,ST04,2026-02-03 01:49:44.154194947,2026-02-03 02:03:14.154194947,13.5,C,Quality,Functional Test Failure,False,True,ACT-200
DT000456,ST04,2026-02-03 04:02:44.006738910,2026-02-03 04:16:14.006738910,13.5,C,Quality,Functional Test Failure,False,True,ACT-200
DT000457,ST05,2026-02-03 03:49:55.903656927,2026-02-03 03:58:41.503656927,8.76,C,Sensor/Control,Label Sensor Fault,False,True,ACT-200
DT000458,ST05,2026-02-03 04:01:59.565633949,2026-02-03 04:15:29.565633949,13.5,C,Equipment Failure,Packaging Jam,False,True,ACT-200
DT000459,ST02,2026-02-03 09:01:52.103301051,2026-02-03 09:13:50.903301051,11.98,A,Sensor/Control,Communication Fault,False,True,ACT-300
DT000460,ST02,2026-02-03 11:02:27.815800424,2026-02-03 11:15:57.815800424,13.5,A,Equipment Failure,Gripper Fault,False,True,ACT-300
DT000461,ST04,2026-02-03 11:33:05.569086731,2026-02-03 11:36:55.369086731,3.83,A,Micro Stop,Assembly Micro Stop,False,False,ACT-300
DT000462,ST04,2026-02-03 12:01:11.341722141,2026-02-03 12:06:25.141722141,5.23,A,Equipment Failure,Fixture Fault,False,False,ACT-300
DT000463,ST05,2026-02-03 06:45:29.129310467,2026-02-03 06:53:22.529310467,7.89,A,Equipment Failure,Packaging Jam,False,False,ACT-300
DT000464,ST01,2026-02-03 15:00:00.000000000,2026-02-03 15:11:07.130039681,11.12,B,Maintenance,Planned Maintenance,True,True,ACT-100
DT000465,ST02,2026-02-03 16:19:37.586950443,2026-02-03 16:33:07.586950443,13.5,B,Equipment Failure,Robot Position Fault,False,True,ACT-100
DT000466,ST02,2026-02-03 18:18:21.527903521,2026-02-03 18:31:51.527903521,13.5,B,Sensor/Control,Communication Fault,False,True,ACT-100
DT000467,ST02,2026-02-03 18:45:12.345372084,2026-02-03 18:58:42.345372084,13.5,B,Equipment Failure,Gripper Fault,False,True,ACT-100
DT000468,ST03,2026-02-03 21:03:48.852984712,2026-02-03 21:17:18.852984712,13.5,B,Sensor/Control,Vision System Fault,False,True,ACT-100
DT000469,ST04,2026-02-03 18:01:10.820016816,2026-02-03 18:14:40.820016816,13.5,B,Material,Component Shortage,False,True,ACT-100
DT000470,ST04,2026-02-03 18:30:00.000000000,2026-02-03 18:41:51.157720387,11.85,B,Maintenance,Planned Maintenance,True,True,ACT-100
DT000471,ST01,2026-02-04 01:15:00.000000000,2026-02-04 01:22:02.190445781,7.04,C,Maintenance,Planned Maintenance,True,True,ACT-200
DT000472,ST02,2026-02-03 22:30:17.704993279,2026-02-03 22:43:47.704993279,13.5,C,Equipment Failure,Gripper Fault,False,True,ACT-200
DT000473,ST02,2026-02-04 00:00:25.749280503,2026-02-04 00:02:46.149280502,2.34,C,Micro Stop,Robot Micro Stop,False,False,ACT-200
DT000474,ST02,2026-02-04 03:01:35.459524135,2026-02-04 03:15:05.459524135,13.5,C,Sensor/Control,Part Presence Sensor,False,True,ACT-200
DT000475,ST02,2026-02-04 04:03:19.734952268,2026-02-04 04:16:49.734952268,13.5,C,Equipment Failure,Gripper Fault,False,True,ACT-200
DT000476,ST03,2026-02-04 00:45:00.000000000,2026-02-04 00:56:13.724673575,11.23,C,Maintenance,Planned Maintenance,True,True,ACT-200
DT000477,ST04,2026-02-03 23:17:04.984865105,2026-02-03 23:19:26.584865105,2.36,C,Micro Stop,Assembly Micro Stop,False,False,ACT-200
DT000478,ST04,2026-02-04 04:18:09.543499075,2026-02-04 04:31:39.543499075,13.5,C,Equipment Failure,Fixture Fault,False,True,ACT-200
DT000479,ST03,2026-02-04 07:03:16.962038264,2026-02-04 07:16:46.962038264,13.5,A,Sensor/Control,Vision System Fault,False,True,ACT-100
DT000480,ST03,2026-02-04 08:00:00.000000000,2026-02-04 08:08:51.308566716,8.86,A,Maintenance,Planned Maintenance,True,True,ACT-100
DT000481,ST03,2026-02-04 11:19:37.470210558,2026-02-04 11:23:32.070210558,3.91,A,Micro Stop,Inspection Micro Stop,False,False,ACT-100
DT000482,ST04,2026-02-04 11:45:00.000000000,2026-02-04 11:52:41.994528675,7.7,A,Maintenance,Planned Maintenance,True,True,ACT-100
DT000483,ST05,2026-02-04 12:04:34.644782004,2026-02-04 12:18:04.644782004,13.5,A,Material,Packaging Material Shortage,False,True,ACT-100
DT000484,ST05,2026-02-04 13:01:14.926761681,2026-02-04 13:13:53.326761681,12.64,A,Material,Packaging Material Shortage,False,True,ACT-100
DT000485,ST01,2026-02-04 16:15:42.393213899,2026-02-04 16:21:33.393213899,5.85,B,Tooling,Tool Wear,False,False,ACT-100
DT000486,ST02,2026-02-04 14:17:54.986889009,2026-02-04 14:31:24.986889009,13.5,B,Sensor/Control,Part Presence Sensor,False,True,ACT-100
DT000487,ST02,2026-02-04 18:15:00.000000000,2026-02-04 18:20:30.771874989,5.51,B,Maintenance,Planned Maintenance,True,True,ACT-100
DT000488,ST04,2026-02-04 14:17:06.008315538,2026-02-04 14:30:03.008315538,12.95,B,Equipment Failure,Fixture Fault,False,True,ACT-100
DT000489,ST04,2026-02-04 17:17:46.597250853,2026-02-04 17:31:16.597250853,13.5,B,Equipment Failure,Fixture Fault,False,True,ACT-100
DT000490,ST04,2026-02-04 17:32:16.549975842,2026-02-04 17:45:46.549975842,13.5,B,Quality,Functional Test Failure,False,True,ACT-100
DT000491,ST01,2026-02-05 03:32:57.257581894,2026-02-05 03:46:27.257581894,13.5,C,Equipment Failure,Spindle Fault,False,True,ACT-300
DT000492,ST01,2026-02-05 04:31:06.643478375,2026-02-05 04:44:36.643478375,13.5,C,Equipment Failure,Spindle Fault,False,True,ACT-300
DT000493,ST02,2026-02-05 02:34:19.865348428,2026-02-05 02:47:49.865348428,13.5,C,Equipment Failure,Robot Position Fault,False,True,ACT-300
DT000494,ST02,2026-02-05 03:48:00.844746601,2026-02-05 04:01:30.844746601,13.5,C,Equipment Failure,Robot Position Fault,False,True,ACT-300
DT000495,ST02,2026-02-05 04:17:17.604083666,2026-02-05 04:30:47.604083666,13.5,C,Equipment Failure,Gripper Fault,False,True,ACT-300
DT000496,ST03,2026-02-05 02:03:47.636502645,2026-02-05 02:16:04.436502645,12.28,C,Sensor/Control,Measurement Sensor Fault,False,True,ACT-300
DT000497,ST05,2026-02-05 00:34:11.148061152,2026-02-05 00:47:41.148061152,13.5,C,Equipment Failure,Packaging Jam,False,True,ACT-300
DT000498,ST02,2026-02-05 10:45:25.569093296,2026-02-05 10:58:55.569093296,13.5,A,Sensor/Control,Part Presence Sensor,False,True,ACT-100
DT000499,ST02,2026-02-05 11:34:12.361799507,2026-02-05 11:46:36.361799507,12.4,A,Sensor/Control,Part Presence Sensor,False,True,ACT-100
DT000500,ST02,2026-02-05 12:00:00.000000000,2026-02-05 12:06:30.382521826,6.51,A,Maintenance,Planned Maintenance,True,True,ACT-100
DT000501,ST03,2026-02-05 09:49:42.510940411,2026-02-05 10:03:12.510940411,13.5,A,Quality,Inspection Calibration,False,True,ACT-100
DT000502,ST03,2026-02-05 11:01:22.963088368,2026-02-05 11:14:52.963088368,13.5,A,Quality,Inspection Calibration,False,True,ACT-100
DT000503,ST05,2026-02-05 09:33:54.487332962,2026-02-05 09:41:22.087332962,7.46,A,Sensor/Control,Label Sensor Fault,False,False,ACT-100
DT000504,ST01,2026-02-05 14:48:16.236109601,2026-02-05 15:01:46.236109601,13.5,B,Tooling,Tool Wear,False,True,ACT-100
DT000505,ST01,2026-02-05 17:16:43.205595046,2026-02-05 17:30:13.205595046,13.5,B,Equipment Failure,Spindle Fault,False,True,ACT-100
DT000506,ST02,2026-02-05 17:18:09.676527265,2026-02-05 17:31:39.676527265,13.5,B,Equipment Failure,Robot Position Fault,False,True,ACT-100
DT000507,ST02,2026-02-05 18:04:41.366721426,2026-02-05 18:16:29.366721426,11.8,B,Equipment Failure,Robot Position Fault,False,True,ACT-100
DT000508,ST02,2026-02-05 20:00:36.542229671,2026-02-05 20:04:46.142229671,4.16,B,Micro Stop,Robot Micro Stop,False,False,ACT-100
DT000509,ST03,2026-02-05 14:01:44.496789459,2026-02-05 14:15:14.496789459,13.5,B,Sensor/Control,Vision System Fault,False,True,ACT-100
DT000510,ST03,2026-02-05 14:46:41.612962742,2026-02-05 14:50:08.612962742,3.45,B,Micro Stop,Inspection Micro Stop,False,False,ACT-100
DT000511,ST03,2026-02-05 19:45:11.438453642,2026-02-05 19:58:41.438453642,13.5,B,Sensor/Control,Vision System Fault,False,True,ACT-100
DT000512,ST04,2026-02-05 15:32:54.971191158,2026-02-05 15:46:24.971191158,13.5,B,Equipment Failure,Fixture Fault,False,True,ACT-100
DT000513,ST04,2026-02-05 16:32:21.908568076,2026-02-05 16:45:51.908568076,13.5,B,Changeover,Product Changeover,False,True,ACT-100
DT000514,ST04,2026-02-05 18:30:00.000000000,2026-02-05 18:38:40.185245105,8.67,B,Maintenance,Planned Maintenance,True,True,ACT-100
DT000515,ST05,2026-02-05 18:46:02.346401178,2026-02-05 18:59:32.346401178,13.5,B,Material,Packaging Material Shortage,False,True,ACT-100
DT000516,ST01,2026-02-06 01:45:54.709935604,2026-02-06 01:59:24.709935604,13.5,C,Equipment Failure,Spindle Fault,False,True,ACT-100
DT000517,ST01,2026-02-06 04:49:14.507262788,2026-02-06 04:57:01.307262788,7.78,C,Equipment Failure,Spindle Fault,False,False,ACT-100
DT000518,ST01,2026-02-06 05:15:00.000000000,2026-02-06 05:23:12.959162089,8.22,C,Maintenance,Planned Maintenance,True,True,ACT-100
DT000519,ST02,2026-02-05 22:48:07.548335030,2026-02-05 23:01:37.548335030,13.5,C,Equipment Failure,Robot Position Fault,False,True,ACT-100
DT000520,ST02,2026-02-05 23:03:33.649960171,2026-02-05 23:17:03.649960171,13.5,C,Equipment Failure,Robot Position Fault,False,True,ACT-100
DT000521,ST02,2026-02-06 02:00:08.648206551,2026-02-06 02:13:38.648206551,13.5,C,Equipment Failure,Robot Position Fault,False,True,ACT-100
DT000522,ST02,2026-02-06 02:19:21.773118220,2026-02-06 02:30:09.773118220,10.8,C,Equipment Failure,Robot Position Fault,False,True,ACT-100
DT000523,ST02,2026-02-06 04:32:58.870081311,2026-02-06 04:46:28.870081311,13.5,C,Equipment Failure,Gripper Fault,False,True,ACT-100
DT000524,ST03,2026-02-06 00:31:22.466844510,2026-02-06 00:44:52.466844510,13.5,C,Sensor/Control,Measurement Sensor Fault,False,True,ACT-100
DT000525,ST04,2026-02-06 04:30:00.000000000,2026-02-06 04:35:17.084807226,5.28,C,Maintenance,Planned Maintenance,True,True,ACT-100
DT000526,ST05,2026-02-06 02:49:00.677078424,2026-02-06 03:02:30.677078424,13.5,C,Sensor/Control,Label Sensor Fault,False,True,ACT-100
DT000527,ST02,2026-02-06 11:30:43.400299517,2026-02-06 11:44:13.400299517,13.5,A,Equipment Failure,Robot Position Fault,False,True,ACT-100
DT000528,ST03,2026-02-06 10:48:21.106087346,2026-02-06 11:01:51.106087346,13.5,A,Sensor/Control,Vision System Fault,False,True,ACT-100
DT000529,ST04,2026-02-06 08:04:03.916627743,2026-02-06 08:17:33.916627743,13.5,A,Material,Component Shortage,False,True,ACT-100
DT000530,ST04,2026-02-06 10:34:26.765812628,2026-02-06 10:47:56.765812628,13.5,A,Quality,Functional Test Failure,False,True,ACT-100
DT000531,ST01,2026-02-06 14:18:54.130036946,2026-02-06 14:28:41.530036946,9.79,B,Sensor/Control,Coolant Sensor Alarm,False,True,ACT-200
DT000532,ST01,2026-02-06 16:18:38.545906482,2026-02-06 16:20:22.945906482,1.74,B,Micro Stop,Minor CNC Stop,False,False,ACT-200
DT000533,ST01,2026-02-06 17:18:19.202318780,2026-02-06 17:20:43.802318780,2.41,B,Micro Stop,Minor CNC Stop,False,False,ACT-200
DT000534,ST02,2026-02-06 15:45:56.518783799,2026-02-06 15:59:26.518783799,13.5,B,Equipment Failure,Robot Position Fault,False,True,ACT-200
DT000535,ST03,2026-02-06 19:15:00.000000000,2026-02-06 19:26:42.824138673,11.71,B,Maintenance,Planned Maintenance,True,True,ACT-200
DT000536,ST03,2026-02-06 21:18:46.584696729,2026-02-06 21:32:16.584696729,13.5,B,Quality,Inspection Calibration,False,True,ACT-200
DT000537,ST04,2026-02-06 17:00:00.000000000,2026-02-06 17:05:36.975551904,5.62,B,Maintenance,Planned Maintenance,True,True,ACT-200
DT000538,ST04,2026-02-06 17:15:56.037854135,2026-02-06 17:29:26.037854135,13.5,B,Equipment Failure,Fixture Fault,False,True,ACT-200
DT000539,ST04,2026-02-06 21:16:11.040966814,2026-02-06 21:29:41.040966814,13.5,B,Equipment Failure,Fixture Fault,False,True,ACT-200
DT000540,ST05,2026-02-06 16:02:38.354854739,2026-02-06 16:14:55.154854739,12.28,B,Equipment Failure,Packaging Jam,False,True,ACT-200
DT000541,ST05,2026-02-06 17:33:33.408177232,2026-02-06 17:43:58.008177232,10.41,B,Sensor/Control,Label Sensor Fault,False,True,ACT-200
DT000542,ST01,2026-02-07 03:00:00.000000000,2026-02-07 03:07:01.777699202,7.03,C,Maintenance,Planned Maintenance,True,True,ACT-100
DT000543,ST01,2026-02-07 03:32:58.330710283,2026-02-07 03:41:31.930710283,8.56,C,Tooling,Tool Change,False,True,ACT-100
DT000544,ST03,2026-02-06 22:02:58.671061469,2026-02-06 22:07:04.071061468,4.09,C,Micro Stop,Inspection Micro Stop,False,False,ACT-100
DT000545,ST03,2026-02-07 02:32:05.354443922,2026-02-07 02:36:20.354443922,4.25,C,Micro Stop,Inspection Micro Stop,False,False,ACT-100
DT000546,ST04,2026-02-06 23:46:58.459879867,2026-02-07 00:00:28.459879867,13.5,C,Quality,Functional Test Failure,False,True,ACT-100
DT000547,ST04,2026-02-07 00:15:00.000000000,2026-02-07 00:25:21.828018103,10.36,C,Maintenance,Planned Maintenance,True,True,ACT-100
DT000548,ST04,2026-02-07 00:30:23.539017418,2026-02-07 00:43:53.539017418,13.5,C,Quality,Functional Test Failure,False,True,ACT-100
DT000549,ST04,2026-02-07 01:45:00.000000000,2026-02-07 01:52:32.567828188,7.54,C,Maintenance,Planned Maintenance,True,True,ACT-100
DT000550,ST05,2026-02-07 00:15:22.025079254,2026-02-07 00:28:52.025079254,13.5,C,Equipment Failure,Packaging Jam,False,True,ACT-100
DT000551,ST05,2026-02-07 00:47:45.673807479,2026-02-07 01:01:15.673807479,13.5,C,Equipment Failure,Packaging Jam,False,True,ACT-100
DT000552,ST05,2026-02-07 02:00:00.000000000,2026-02-07 02:07:48.172305111,7.8,C,Maintenance,Planned Maintenance,True,True,ACT-100
DT000553,ST01,2026-02-09 12:32:08.613836719,2026-02-09 12:45:38.613836719,13.5,A,Tooling,Tool Wear,False,True,ACT-100
DT000554,ST02,2026-02-09 07:31:05.940950697,2026-02-09 07:44:35.940950697,13.5,A,Sensor/Control,Communication Fault,False,True,ACT-100
DT000555,ST02,2026-02-09 12:32:31.812706510,2026-02-09 12:46:01.812706510,13.5,A,Sensor/Control,Part Presence Sensor,False,True,ACT-100
DT000556,ST03,2026-02-09 06:46:17.928126642,2026-02-09 06:59:47.928126642,13.5,A,Quality,Inspection Calibration,False,True,ACT-100
DT000557,ST03,2026-02-09 07:45:12.312072273,2026-02-09 07:58:42.312072273,13.5,A,Quality,Inspection Calibration,False,True,ACT-100
DT000558,ST04,2026-02-09 07:48:34.079177827,2026-02-09 08:02:04.079177827,13.5,A,Material,Component Shortage,False,True,ACT-100
DT000559,ST04,2026-02-09 09:49:13.021028949,2026-02-09 10:02:43.021028949,13.5,A,Changeover,Product Changeover,False,True,ACT-100
DT000560,ST04,2026-02-09 13:15:07.819467771,2026-02-09 13:28:37.819467771,13.5,A,Changeover,Product Changeover,False,True,ACT-100
